Q2l	 Q2u	 zl	 zu	 Ptl	 Ptu	 xl	 xu
2.0	 3.0	 0.50	 0.55	 0.0	 0.4	 0.0000	 0.3455
2.0	 3.0	 0.50	 0.55	 0.0	 0.4	 0.3455	 0.7000
2.0	 3.0	 0.50	 0.55	 0.4	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.55	 0.60	 0.0	 0.8	 0.0000	 0.3836
2.0	 3.0	 0.55	 0.60	 0.0	 0.8	 0.3836	 0.7000
2.0	 3.0	 0.60	 0.65	 0.0	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.65	 0.70	 0.0	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.30	 0.35	 0.0	 0.2	 0.0000	 0.3877
3.0	 4.0	 0.30	 0.35	 0.0	 0.2	 0.3877	 0.7000
3.0	 4.0	 0.30	 0.35	 0.2	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.35	 0.40	 0.0	 0.4	 0.0000	 0.3890
3.0	 4.0	 0.35	 0.40	 0.0	 0.4	 0.3890	 0.7000
3.0	 4.0	 0.35	 0.40	 0.4	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.40	 0.45	 0.0	 0.6	 0.0000	 0.4308
3.0	 4.0	 0.40	 0.45	 0.0	 0.6	 0.4308	 0.7000
3.0	 4.0	 0.45	 0.50	 0.0	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.50	 0.55	 0.0	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.55	 0.60	 0.0	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.60	 0.65	 0.0	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.65	 0.70	 0.0	 1.6	 0.0000	 0.7000
4.0	 5.0	 0.30	 0.35	 0.0	 0.8	 0.0000	 0.4563
4.0	 5.0	 0.30	 0.35	 0.0	 0.8	 0.4563	 0.7000
4.0	 5.0	 0.35	 0.40	 0.0	 1.6	 0.0000	 0.7000
4.0	 5.0	 0.40	 0.45	 0.0	 1.6	 0.0000	 0.7000
4.0	 5.0	 0.45	 0.50	 0.0	 1.6	 0.0000	 0.7000
4.0	 5.0	 0.50	 0.55	 0.0	 1.6	 0.0000	 0.7000
4.0	 5.0	 0.55	 0.60	 0.0	 1.6	 0.0000	 0.7000
4.0	 5.0	 0.60	 0.65	 0.0	 1.6	 0.0000	 0.7000
5.0	 6.0	 0.30	 0.35	 0.0	 1.6	 0.0000	 0.7000
5.0	 6.0	 0.35	 0.40	 0.0	 1.6	 0.0000	 0.7000
5.0	 6.0	 0.40	 0.45	 0.0	 1.6	 0.0000	 0.7000
5.0	 6.0	 0.45	 0.50	 0.0	 1.6	 0.0000	 0.7000
5.0	 6.0	 0.50	 0.55	 0.0	 1.6	 0.0000	 0.7000
5.0	 6.0	 0.55	 0.60	 0.0	 1.6	 0.0000	 0.7000
6.0	 8.0	 0.30	 0.35	 0.0	 1.6	 0.0000	 0.7000
6.0	 8.0	 0.35	 0.40	 0.0	 1.6	 0.0000	 0.7000
6.0	 8.0	 0.40	 0.45	 0.0	 1.6	 0.0000	 0.7000
