Q2l	 Q2u	 zl	 zu	 Ptl	 Ptu	 xl	 xu
5.0	 6.0	 0.40	 0.45	 0.0	 0.6	 0.0000	 0.5389
5.0	 6.0	 0.40	 0.45	 0.0	 0.6	 0.5389	 0.7000
5.0	 6.0	 0.45	 0.50	 0.0	 1.6	 0.0000	 0.7000
5.0	 6.0	 0.50	 0.55	 0.0	 1.6	 0.0000	 0.7000
5.0	 6.0	 0.55	 0.60	 0.0	 1.6	 0.0000	 0.7000
5.0	 6.0	 0.60	 0.65	 0.0	 1.6	 0.0000	 0.7000
6.0	 8.0	 0.30	 0.35	 0.0	 1.6	 0.0000	 0.7000
6.0	 8.0	 0.35	 0.40	 0.0	 1.6	 0.0000	 0.7000
6.0	 8.0	 0.40	 0.45	 0.0	 1.6	 0.0000	 0.7000
6.0	 8.0	 0.45	 0.50	 0.0	 1.6	 0.0000	 0.7000
6.0	 8.0	 0.50	 0.55	 0.0	 1.6	 0.0000	 0.7000
