Q2l	 Q2u	 zl	 zu	 Ptl	 Ptu	 xl	 xu
1.0	 2.0	 0.55	 0.60	 0.6	 0.8	 0.1575	 0.7000
1.0	 2.0	 0.55	 0.60	 0.8	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.60	 0.65	 0.0	 0.2	 0.0000	 0.1915
1.0	 2.0	 0.60	 0.65	 0.0	 0.2	 0.1915	 0.7000
1.0	 2.0	 0.60	 0.65	 0.2	 0.4	 0.0000	 0.1408
1.0	 2.0	 0.60	 0.65	 0.2	 0.4	 0.1408	 0.1874
1.0	 2.0	 0.60	 0.65	 0.2	 0.4	 0.1874	 0.7000
1.0	 2.0	 0.60	 0.65	 0.4	 0.6	 0.0000	 0.1330
1.0	 2.0	 0.60	 0.65	 0.4	 0.6	 0.1330	 0.2444
1.0	 2.0	 0.60	 0.65	 0.4	 0.6	 0.2444	 0.7000
1.0	 2.0	 0.60	 0.65	 0.6	 0.8	 0.0000	 0.2006
1.0	 2.0	 0.60	 0.65	 0.6	 0.8	 0.2006	 0.7000
1.0	 2.0	 0.60	 0.65	 0.8	 1.6	 0.0000	 0.7000
1.0	 2.0	 0.65	 0.70	 0.0	 0.4	 0.0000	 0.1438
1.0	 2.0	 0.65	 0.70	 0.0	 0.4	 0.1438	 0.1829
1.0	 2.0	 0.65	 0.70	 0.0	 0.4	 0.1829	 0.7000
1.0	 2.0	 0.65	 0.70	 0.4	 0.6	 0.0000	 0.1478
1.0	 2.0	 0.65	 0.70	 0.4	 0.6	 0.1478	 0.7000
1.0	 2.0	 0.65	 0.70	 0.6	 1.6	 0.0000	 0.1981
1.0	 2.0	 0.65	 0.70	 0.6	 1.6	 0.1981	 0.7000
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.0000	 0.2668
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.2668	 0.3161
2.0	 3.0	 0.30	 0.35	 0.0	 0.2	 0.3161	 0.7000
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.0000	 0.2790
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.2790	 0.3638
2.0	 3.0	 0.30	 0.35	 0.2	 0.4	 0.3638	 0.7000
2.0	 3.0	 0.30	 0.35	 0.4	 0.6	 0.0000	 0.3120
2.0	 3.0	 0.30	 0.35	 0.4	 0.6	 0.3120	 0.7000
2.0	 3.0	 0.35	 0.40	 0.0	 0.2	 0.0000	 0.2815
2.0	 3.0	 0.35	 0.40	 0.0	 0.2	 0.2815	 0.7000
2.0	 3.0	 0.35	 0.40	 0.2	 0.4	 0.0000	 0.2923
2.0	 3.0	 0.35	 0.40	 0.2	 0.4	 0.2923	 0.7000
2.0	 3.0	 0.35	 0.40	 0.4	 0.8	 0.0000	 0.3077
2.0	 3.0	 0.35	 0.40	 0.4	 0.8	 0.3077	 0.7000
2.0	 3.0	 0.40	 0.45	 0.0	 0.2	 0.0000	 0.3004
2.0	 3.0	 0.40	 0.45	 0.0	 0.2	 0.3004	 0.7000
2.0	 3.0	 0.40	 0.45	 0.2	 0.4	 0.0000	 0.3067
2.0	 3.0	 0.40	 0.45	 0.2	 0.4	 0.3067	 0.7000
2.0	 3.0	 0.40	 0.45	 0.4	 0.8	 0.0000	 0.3381
2.0	 3.0	 0.40	 0.45	 0.4	 0.8	 0.3381	 0.7000
2.0	 3.0	 0.45	 0.50	 0.0	 0.2	 0.0000	 0.3480
2.0	 3.0	 0.45	 0.50	 0.0	 0.2	 0.3480	 0.7000
2.0	 3.0	 0.45	 0.50	 0.2	 0.4	 0.0000	 0.3310
2.0	 3.0	 0.45	 0.50	 0.2	 0.4	 0.3310	 0.7000
2.0	 3.0	 0.45	 0.50	 0.4	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.50	 0.55	 0.0	 0.4	 0.0000	 0.2885
2.0	 3.0	 0.50	 0.55	 0.0	 0.4	 0.2885	 0.7000
2.0	 3.0	 0.50	 0.55	 0.4	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.55	 0.60	 0.0	 0.4	 0.0000	 0.3094
2.0	 3.0	 0.55	 0.60	 0.0	 0.4	 0.3094	 0.7000
2.0	 3.0	 0.55	 0.60	 0.4	 1.6	 0.0000	 0.7000
2.0	 3.0	 0.60	 0.65	 0.0	 0.6	 0.0000	 0.3198
2.0	 3.0	 0.60	 0.65	 0.0	 0.6	 0.3198	 0.7000
2.0	 3.0	 0.65	 0.70	 0.0	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.30	 0.35	 0.0	 0.2	 0.0000	 0.4031
3.0	 4.0	 0.30	 0.35	 0.0	 0.2	 0.4031	 0.7000
3.0	 4.0	 0.30	 0.35	 0.2	 0.4	 0.0000	 0.4306
3.0	 4.0	 0.30	 0.35	 0.2	 0.4	 0.4306	 0.7000
3.0	 4.0	 0.30	 0.35	 0.4	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.35	 0.40	 0.0	 0.2	 0.0000	 0.4578
3.0	 4.0	 0.35	 0.40	 0.0	 0.2	 0.4578	 0.7000
3.0	 4.0	 0.35	 0.40	 0.2	 0.6	 0.0000	 0.4063
3.0	 4.0	 0.35	 0.40	 0.2	 0.6	 0.4063	 0.7000
3.0	 4.0	 0.40	 0.45	 0.0	 0.4	 0.0000	 0.3961
3.0	 4.0	 0.40	 0.45	 0.0	 0.4	 0.3961	 0.7000
3.0	 4.0	 0.40	 0.45	 0.4	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.45	 0.50	 0.0	 0.4	 0.0000	 0.4235
3.0	 4.0	 0.45	 0.50	 0.0	 0.4	 0.4235	 0.7000
3.0	 4.0	 0.45	 0.50	 0.4	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.50	 0.55	 0.0	 0.6	 0.0000	 0.4248
3.0	 4.0	 0.50	 0.55	 0.0	 0.6	 0.4248	 0.7000
3.0	 4.0	 0.55	 0.60	 0.0	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.60	 0.65	 0.0	 1.6	 0.0000	 0.7000
4.0	 5.0	 0.30	 0.35	 0.0	 0.6	 0.0000	 0.4923
4.0	 5.0	 0.30	 0.35	 0.0	 0.6	 0.4923	 0.7000
4.0	 5.0	 0.35	 0.40	 0.0	 1.6	 0.0000	 0.7000
4.0	 5.0	 0.40	 0.45	 0.0	 1.6	 0.0000	 0.7000
4.0	 5.0	 0.45	 0.50	 0.0	 1.6	 0.0000	 0.7000
4.0	 5.0	 0.50	 0.55	 0.0	 1.6	 0.0000	 0.7000
