Q2l	 Q2u	 zl	 zu	 Ptl	 Ptu	 xl	 xu
2.0	 3.0	 0.55	 0.60	 0.2	 0.4	 0.2529	 0.7000
2.0	 3.0	 0.55	 0.60	 0.4	 0.6	 0.0000	 0.2002
2.0	 3.0	 0.55	 0.60	 0.4	 0.6	 0.2002	 0.3029
2.0	 3.0	 0.55	 0.60	 0.4	 0.6	 0.3029	 0.7000
2.0	 3.0	 0.55	 0.60	 0.6	 1.0	 0.0000	 0.2245
2.0	 3.0	 0.55	 0.60	 0.6	 1.0	 0.2245	 0.7000
2.0	 3.0	 0.60	 0.65	 0.0	 0.2	 0.0000	 0.3150
2.0	 3.0	 0.60	 0.65	 0.0	 0.2	 0.3150	 0.7000
2.0	 3.0	 0.60	 0.65	 0.2	 0.4	 0.0000	 0.2226
2.0	 3.0	 0.60	 0.65	 0.2	 0.4	 0.2226	 0.3614
2.0	 3.0	 0.60	 0.65	 0.2	 0.4	 0.3614	 0.7000
2.0	 3.0	 0.60	 0.65	 0.4	 0.6	 0.0000	 0.2211
2.0	 3.0	 0.60	 0.65	 0.4	 0.6	 0.2211	 0.7000
2.0	 3.0	 0.60	 0.65	 0.6	 1.0	 0.0000	 0.2625
2.0	 3.0	 0.60	 0.65	 0.6	 1.0	 0.2625	 0.7000
2.0	 3.0	 0.65	 0.70	 0.0	 0.4	 0.0000	 0.2259
2.0	 3.0	 0.65	 0.70	 0.0	 0.4	 0.2259	 0.7000
2.0	 3.0	 0.65	 0.70	 0.4	 0.6	 0.0000	 0.2727
2.0	 3.0	 0.65	 0.70	 0.4	 0.6	 0.2727	 0.7000
2.0	 3.0	 0.65	 0.70	 0.6	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.30	 0.35	 0.0	 0.2	 0.0000	 0.2694
3.0	 4.0	 0.30	 0.35	 0.0	 0.2	 0.2694	 0.2897
3.0	 4.0	 0.30	 0.35	 0.0	 0.2	 0.2897	 0.3105
3.0	 4.0	 0.30	 0.35	 0.0	 0.2	 0.3105	 0.3344
3.0	 4.0	 0.30	 0.35	 0.0	 0.2	 0.3344	 0.3627
3.0	 4.0	 0.30	 0.35	 0.0	 0.2	 0.3627	 0.4018
3.0	 4.0	 0.30	 0.35	 0.0	 0.2	 0.4018	 0.7000
3.0	 4.0	 0.30	 0.35	 0.2	 0.4	 0.0000	 0.2617
3.0	 4.0	 0.30	 0.35	 0.2	 0.4	 0.2617	 0.2825
3.0	 4.0	 0.30	 0.35	 0.2	 0.4	 0.2825	 0.3057
3.0	 4.0	 0.30	 0.35	 0.2	 0.4	 0.3057	 0.3351
3.0	 4.0	 0.30	 0.35	 0.2	 0.4	 0.3351	 0.3697
3.0	 4.0	 0.30	 0.35	 0.2	 0.4	 0.3697	 0.4128
3.0	 4.0	 0.30	 0.35	 0.2	 0.4	 0.4128	 0.7000
3.0	 4.0	 0.30	 0.35	 0.4	 0.6	 0.0000	 0.2875
3.0	 4.0	 0.30	 0.35	 0.4	 0.6	 0.2875	 0.3435
3.0	 4.0	 0.30	 0.35	 0.4	 0.6	 0.3435	 0.4382
3.0	 4.0	 0.30	 0.35	 0.4	 0.6	 0.4382	 0.7000
3.0	 4.0	 0.30	 0.35	 0.6	 0.8	 0.0000	 0.3796
3.0	 4.0	 0.30	 0.35	 0.6	 0.8	 0.3796	 0.7000
3.0	 4.0	 0.35	 0.40	 0.0	 0.2	 0.0000	 0.2802
3.0	 4.0	 0.35	 0.40	 0.0	 0.2	 0.2802	 0.3095
3.0	 4.0	 0.35	 0.40	 0.0	 0.2	 0.3095	 0.3443
3.0	 4.0	 0.35	 0.40	 0.0	 0.2	 0.3443	 0.3937
3.0	 4.0	 0.35	 0.40	 0.0	 0.2	 0.3937	 0.7000
3.0	 4.0	 0.35	 0.40	 0.2	 0.4	 0.0000	 0.2687
3.0	 4.0	 0.35	 0.40	 0.2	 0.4	 0.2687	 0.2951
3.0	 4.0	 0.35	 0.40	 0.2	 0.4	 0.2951	 0.3308
3.0	 4.0	 0.35	 0.40	 0.2	 0.4	 0.3308	 0.3748
3.0	 4.0	 0.35	 0.40	 0.2	 0.4	 0.3748	 0.4431
3.0	 4.0	 0.35	 0.40	 0.2	 0.4	 0.4431	 0.7000
3.0	 4.0	 0.35	 0.40	 0.4	 0.6	 0.0000	 0.2993
3.0	 4.0	 0.35	 0.40	 0.4	 0.6	 0.2993	 0.3837
3.0	 4.0	 0.35	 0.40	 0.4	 0.6	 0.3837	 0.7000
3.0	 4.0	 0.35	 0.40	 0.6	 1.0	 0.0000	 0.3823
3.0	 4.0	 0.35	 0.40	 0.6	 1.0	 0.3823	 0.7000
3.0	 4.0	 0.40	 0.45	 0.0	 0.2	 0.0000	 0.2941
3.0	 4.0	 0.40	 0.45	 0.0	 0.2	 0.2941	 0.3397
3.0	 4.0	 0.40	 0.45	 0.0	 0.2	 0.3397	 0.4426
3.0	 4.0	 0.40	 0.45	 0.0	 0.2	 0.4426	 0.7000
3.0	 4.0	 0.40	 0.45	 0.2	 0.4	 0.0000	 0.2768
3.0	 4.0	 0.40	 0.45	 0.2	 0.4	 0.2768	 0.3158
3.0	 4.0	 0.40	 0.45	 0.2	 0.4	 0.3158	 0.3689
3.0	 4.0	 0.40	 0.45	 0.2	 0.4	 0.3689	 0.7000
3.0	 4.0	 0.40	 0.45	 0.4	 0.6	 0.0000	 0.3151
3.0	 4.0	 0.40	 0.45	 0.4	 0.6	 0.3151	 0.7000
3.0	 4.0	 0.40	 0.45	 0.6	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.45	 0.50	 0.0	 0.2	 0.0000	 0.3140
3.0	 4.0	 0.45	 0.50	 0.0	 0.2	 0.3140	 0.4246
3.0	 4.0	 0.45	 0.50	 0.0	 0.2	 0.4246	 0.7000
3.0	 4.0	 0.45	 0.50	 0.2	 0.4	 0.0000	 0.2893
3.0	 4.0	 0.45	 0.50	 0.2	 0.4	 0.2893	 0.3500
3.0	 4.0	 0.45	 0.50	 0.2	 0.4	 0.3500	 0.7000
3.0	 4.0	 0.45	 0.50	 0.4	 0.6	 0.0000	 0.3386
3.0	 4.0	 0.45	 0.50	 0.4	 0.6	 0.3386	 0.7000
3.0	 4.0	 0.45	 0.50	 0.6	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.50	 0.55	 0.0	 0.2	 0.0000	 0.3463
3.0	 4.0	 0.50	 0.55	 0.0	 0.2	 0.3463	 0.7000
3.0	 4.0	 0.50	 0.55	 0.2	 0.4	 0.0000	 0.3070
3.0	 4.0	 0.50	 0.55	 0.2	 0.4	 0.3070	 0.4015
3.0	 4.0	 0.50	 0.55	 0.2	 0.4	 0.4015	 0.7000
3.0	 4.0	 0.50	 0.55	 0.4	 0.6	 0.0000	 0.3711
3.0	 4.0	 0.50	 0.55	 0.4	 0.6	 0.3711	 0.7000
3.0	 4.0	 0.50	 0.55	 0.6	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.55	 0.60	 0.0	 0.4	 0.0000	 0.2989
3.0	 4.0	 0.55	 0.60	 0.0	 0.4	 0.2989	 0.3641
3.0	 4.0	 0.55	 0.60	 0.0	 0.4	 0.3641	 0.7000
3.0	 4.0	 0.55	 0.60	 0.4	 0.8	 0.0000	 0.3448
3.0	 4.0	 0.55	 0.60	 0.4	 0.8	 0.3448	 0.7000
3.0	 4.0	 0.60	 0.65	 0.0	 0.4	 0.0000	 0.3231
3.0	 4.0	 0.60	 0.65	 0.0	 0.4	 0.3231	 0.7000
3.0	 4.0	 0.60	 0.65	 0.4	 1.6	 0.0000	 0.7000
3.0	 4.0	 0.65	 0.70	 0.0	 0.4	 0.0000	 0.3825
3.0	 4.0	 0.65	 0.70	 0.0	 0.4	 0.3825	 0.7000
3.0	 4.0	 0.65	 0.70	 0.4	 1.6	 0.0000	 0.7000
4.0	 5.0	 0.30	 0.35	 0.0	 0.2	 0.0000	 0.3360
4.0	 5.0	 0.30	 0.35	 0.0	 0.2	 0.3360	 0.3677
4.0	 5.0	 0.30	 0.35	 0.0	 0.2	 0.3677	 0.4157
4.0	 5.0	 0.30	 0.35	 0.0	 0.2	 0.4157	 0.7000
4.0	 5.0	 0.30	 0.35	 0.2	 0.4	 0.0000	 0.3280
4.0	 5.0	 0.30	 0.35	 0.2	 0.4	 0.3280	 0.3585
4.0	 5.0	 0.30	 0.35	 0.2	 0.4	 0.3585	 0.4107
4.0	 5.0	 0.30	 0.35	 0.2	 0.4	 0.4107	 0.7000
4.0	 5.0	 0.30	 0.35	 0.4	 0.6	 0.0000	 0.3714
4.0	 5.0	 0.30	 0.35	 0.4	 0.6	 0.3714	 0.7000
4.0	 5.0	 0.30	 0.35	 0.6	 1.6	 0.0000	 0.7000
4.0	 5.0	 0.35	 0.40	 0.0	 0.2	 0.0000	 0.3525
4.0	 5.0	 0.35	 0.40	 0.0	 0.2	 0.3525	 0.4146
4.0	 5.0	 0.35	 0.40	 0.0	 0.2	 0.4146	 0.7000
4.0	 5.0	 0.35	 0.40	 0.2	 0.4	 0.0000	 0.3372
4.0	 5.0	 0.35	 0.40	 0.2	 0.4	 0.3372	 0.3833
4.0	 5.0	 0.35	 0.40	 0.2	 0.4	 0.3833	 0.7000
4.0	 5.0	 0.35	 0.40	 0.4	 0.6	 0.0000	 0.4019
4.0	 5.0	 0.35	 0.40	 0.4	 0.6	 0.4019	 0.7000
4.0	 5.0	 0.35	 0.40	 0.6	 1.6	 0.0000	 0.7000
4.0	 5.0	 0.40	 0.45	 0.0	 0.2	 0.0000	 0.3777
4.0	 5.0	 0.40	 0.45	 0.0	 0.2	 0.3777	 0.7000
4.0	 5.0	 0.40	 0.45	 0.2	 0.4	 0.0000	 0.3494
4.0	 5.0	 0.40	 0.45	 0.2	 0.4	 0.3494	 0.4411
4.0	 5.0	 0.40	 0.45	 0.2	 0.4	 0.4411	 0.7000
4.0	 5.0	 0.40	 0.45	 0.4	 0.6	 0.0000	 0.4552
4.0	 5.0	 0.40	 0.45	 0.4	 0.6	 0.4552	 0.7000
4.0	 5.0	 0.40	 0.45	 0.6	 1.6	 0.0000	 0.7000
4.0	 5.0	 0.45	 0.50	 0.0	 0.2	 0.0000	 0.4369
4.0	 5.0	 0.45	 0.50	 0.0	 0.2	 0.4369	 0.7000
4.0	 5.0	 0.45	 0.50	 0.2	 0.4	 0.0000	 0.3690
4.0	 5.0	 0.45	 0.50	 0.2	 0.4	 0.3690	 0.7000
4.0	 5.0	 0.45	 0.50	 0.4	 0.8	 0.0000	 0.4155
4.0	 5.0	 0.45	 0.50	 0.4	 0.8	 0.4155	 0.7000
4.0	 5.0	 0.50	 0.55	 0.0	 0.4	 0.0000	 0.3611
4.0	 5.0	 0.50	 0.55	 0.0	 0.4	 0.3611	 0.7000
4.0	 5.0	 0.50	 0.55	 0.4	 1.0	 0.0000	 0.4568
4.0	 5.0	 0.50	 0.55	 0.4	 1.0	 0.4568	 0.7000
4.0	 5.0	 0.55	 0.60	 0.0	 0.4	 0.0000	 0.3941
4.0	 5.0	 0.55	 0.60	 0.0	 0.4	 0.3941	 0.7000
4.0	 5.0	 0.55	 0.60	 0.4	 1.6	 0.0000	 0.7000
4.0	 5.0	 0.60	 0.65	 0.0	 0.6	 0.0000	 0.3925
4.0	 5.0	 0.60	 0.65	 0.0	 0.6	 0.3925	 0.7000
4.0	 5.0	 0.65	 0.70	 0.0	 1.6	 0.0000	 0.7000
5.0	 6.0	 0.30	 0.35	 0.0	 0.2	 0.0000	 0.4172
5.0	 6.0	 0.30	 0.35	 0.0	 0.2	 0.4172	 0.4558
5.0	 6.0	 0.30	 0.35	 0.0	 0.2	 0.4558	 0.5372
5.0	 6.0	 0.30	 0.35	 0.0	 0.2	 0.5372	 0.7000
5.0	 6.0	 0.30	 0.35	 0.2	 0.4	 0.0000	 0.4185
5.0	 6.0	 0.30	 0.35	 0.2	 0.4	 0.4185	 0.4675
5.0	 6.0	 0.30	 0.35	 0.2	 0.4	 0.4675	 0.7000
5.0	 6.0	 0.30	 0.35	 0.4	 0.6	 0.0000	 0.4853
5.0	 6.0	 0.30	 0.35	 0.4	 0.6	 0.4853	 0.7000
5.0	 6.0	 0.30	 0.35	 0.6	 1.6	 0.0000	 0.7000
5.0	 6.0	 0.35	 0.40	 0.0	 0.2	 0.0000	 0.4351
5.0	 6.0	 0.35	 0.40	 0.0	 0.2	 0.4351	 0.5306
5.0	 6.0	 0.35	 0.40	 0.0	 0.2	 0.5306	 0.7000
5.0	 6.0	 0.35	 0.40	 0.2	 0.4	 0.0000	 0.4302
5.0	 6.0	 0.35	 0.40	 0.2	 0.4	 0.4302	 0.5160
5.0	 6.0	 0.35	 0.40	 0.2	 0.4	 0.5160	 0.7000
5.0	 6.0	 0.35	 0.40	 0.4	 0.6	 0.0000	 0.5661
5.0	 6.0	 0.35	 0.40	 0.4	 0.6	 0.5661	 0.7000
5.0	 6.0	 0.35	 0.40	 0.6	 1.6	 0.0000	 0.7000
5.0	 6.0	 0.40	 0.45	 0.0	 0.2	 0.0000	 0.4651
5.0	 6.0	 0.40	 0.45	 0.0	 0.2	 0.4651	 0.7000
5.0	 6.0	 0.40	 0.45	 0.2	 0.4	 0.0000	 0.4482
5.0	 6.0	 0.40	 0.45	 0.2	 0.4	 0.4482	 0.7000
5.0	 6.0	 0.40	 0.45	 0.4	 0.8	 0.0000	 0.5161
5.0	 6.0	 0.40	 0.45	 0.4	 0.8	 0.5161	 0.7000
5.0	 6.0	 0.45	 0.50	 0.0	 0.4	 0.0000	 0.4310
5.0	 6.0	 0.45	 0.50	 0.0	 0.4	 0.4310	 0.5105
5.0	 6.0	 0.45	 0.50	 0.0	 0.4	 0.5105	 0.7000
5.0	 6.0	 0.45	 0.50	 0.4	 1.6	 0.0000	 0.7000
5.0	 6.0	 0.50	 0.55	 0.0	 0.4	 0.0000	 0.4538
5.0	 6.0	 0.50	 0.55	 0.0	 0.4	 0.4538	 0.7000
5.0	 6.0	 0.50	 0.55	 0.4	 1.6	 0.0000	 0.7000
5.0	 6.0	 0.55	 0.60	 0.0	 0.4	 0.0000	 0.5064
5.0	 6.0	 0.55	 0.60	 0.0	 0.4	 0.5064	 0.7000
5.0	 6.0	 0.55	 0.60	 0.4	 1.6	 0.0000	 0.7000
5.0	 6.0	 0.60	 0.65	 0.0	 0.8	 0.0000	 0.5049
5.0	 6.0	 0.60	 0.65	 0.0	 0.8	 0.5049	 0.7000
5.0	 6.0	 0.65	 0.70	 0.0	 1.6	 0.0000	 0.7000
6.0	 8.0	 0.30	 0.35	 0.0	 0.2	 0.0000	 0.5401
6.0	 8.0	 0.30	 0.35	 0.0	 0.2	 0.5401	 0.7000
6.0	 8.0	 0.30	 0.35	 0.2	 0.4	 0.0000	 0.5582
6.0	 8.0	 0.30	 0.35	 0.2	 0.4	 0.5582	 0.7000
6.0	 8.0	 0.30	 0.35	 0.4	 1.6	 0.0000	 0.7000
6.0	 8.0	 0.35	 0.40	 0.0	 0.2	 0.0000	 0.6096
6.0	 8.0	 0.35	 0.40	 0.0	 0.2	 0.6096	 0.7000
6.0	 8.0	 0.35	 0.40	 0.2	 0.4	 0.0000	 0.6076
6.0	 8.0	 0.35	 0.40	 0.2	 0.4	 0.6076	 0.7000
6.0	 8.0	 0.35	 0.40	 0.4	 1.6	 0.0000	 0.7000
6.0	 8.0	 0.40	 0.45	 0.0	 0.4	 0.0000	 0.5448
6.0	 8.0	 0.40	 0.45	 0.0	 0.4	 0.5448	 0.7000
6.0	 8.0	 0.40	 0.45	 0.4	 1.6	 0.0000	 0.7000
6.0	 8.0	 0.45	 0.50	 0.0	 0.4	 0.0000	 0.6025
6.0	 8.0	 0.45	 0.50	 0.0	 0.4	 0.6025	 0.7000
6.0	 8.0	 0.45	 0.50	 0.4	 1.6	 0.0000	 0.7000
6.0	 8.0	 0.50	 0.55	 0.0	 1.0	 0.0000	 0.6269
6.0	 8.0	 0.50	 0.55	 0.0	 1.0	 0.6269	 0.7000
6.0	 8.0	 0.55	 0.60	 0.0	 1.6	 0.0000	 0.7000
6.0	 8.0	 0.60	 0.65	 0.0	 1.6	 0.0000	 0.7000
